Campus,StudyField,Branch,Role,EduLevel,ProgLang,Databases,Platform,WebFramework,Industry,AISearch,AITool,Employment
Durban Campus,It,I Am A Developer By Profession,"Developer, Back-End",Some College/University Study Without Earning A Degree,Go;Java;Javascript;Kotlin;Python;Typescript,H2;Mongodb;Postgresql,Amazon Web Services (Aws);Cloudflare;Google Cloud;Heroku;Hetzner;Openshift,Angular;React,Other,Bing Ai;Chatgpt,Rubber Duck.ai,"Employed, Full-Time"
Nelson Mandela Bay Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C#;Html/Css;Javascript;Powershell;Sql;Typescript,Microsoft Sql Server,Unknown,Asp.net;Asp.net Core;Jquery;Vue.js,Advertising Services,Unknown,Aws Codewhisperer;Github Copilot;Tabnine;Whispr Ai,"Employed, Full-Time"
Mbombela Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Html/Css;Javascript;Php;Python;Sql,Mariadb;Mysql;Sqlite,Amazon Web Services (Aws),Jquery;Laravel;React;Symfony,"Information Services, It, Software Development, Or Other Technology",Unknown,Adrenaline;Aws Codewhisperer;Github Copilot;Replit Ghostwriter;Whispr Ai,"Employed, Full-Time"
Pretoria Campus,It,I Am A Developer By Profession,"Developer, Back-End","Professional Degree (Jd, Md, Ph.d, Ed.d, Etc.)",Html/Css;Java;Javascript;Sql,Elasticsearch;H2;Postgresql;Redis,Amazon Web Services (Aws);Digital Ocean,Angularjs,Oil & Gas,Unknown,Adrenaline;Aws Codewhisperer;Codeium;Mintlify;Rubber Duck.ai;Synk Code;Tabnine,"Employed, Full-Time"
Midrand Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C++;Html/Css;Java;Javascript;Sql;Typescript,Postgresql;Redis,Unknown,React;Spring Boot,Insurance,Chatgpt,Aws Codewhisperer;Github Copilot;Mintlify,"Employed, Full-Time"
Nelson Mandela Bay Campus,Data Science,I Am A Developer By Profession,Other (Please Specify):,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C#;Html/Css;Java;Javascript;Php;Powershell;Sql,Microsoft Sql Server,Amazon Web Services (Aws),Asp.net;Blazor;Wordpress,Financial Services,Bing Ai;Chatgpt,Codeium;Github Copilot;Synk Code,"Employed, Full-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Java;Python,Postgresql,Digital Ocean;Microsoft Azure;Netlify,Angular;Play Framework,Financial Services,Unknown,Mintlify,"Employed, Full-Time"
Mbombela Campus,Data Science,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies",Engineering Manager,"Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C#;Go;Javascript;Powershell;Python;Sql;Typescript,Microsoft Sql Server;Postgresql;Redis;Snowflake;Sqlite,Microsoft Azure,Angular;Asp.net;Asp.net Core;Node.js,Legal Services,Bing Ai;Chatgpt;Phind;Wolframalpha,Aws Codewhisperer;Github Copilot;Replit Ghostwriter,"Employed, Full-Time"
Pretoria Campus,Computer Science,I Am A Developer By Profession,"Senior Executive (C-Suite, Vp, Etc.)","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Python,Postgresql,Openstack,Express;Flask;Vue.js,Healthcare,Bing Ai;Chatgpt,Adrenaline,"Employed, Full-Time"
Mbombela Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",C#;C++;Html/Css;Java;Javascript;Php;Python;Sql;Typescript,Cloud Firestore;Influxdb;Mariadb;Mongodb;Mysql;Postgresql;Redis;Sqlite,Amazon Web Services (Aws);Cloudflare;Firebase;Ovh,Express;Laravel;Next.js;Node.js;React;Wordpress,Other,Bing Ai;Chatgpt,Aws Codewhisperer;Synk Code,"Employed, Full-Time"
Midrand Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Professional Degree (Jd, Md, Ph.d, Ed.d, Etc.)",Javascript;Php,Dynamodb;Mariadb;Mongodb;Mysql;Redis,"Amazon Web Services (Aws);Cloudflare;Digital Ocean;Google Cloud;Linode, Now Akamai;Vultr",Jquery;Laravel;Node.js;React;Vue.js,Legal Services,Unknown,Github Copilot;Tabnine,"Employed, Full-Time"
Mbombela Campus,It,I Am A Developer By Profession,"Developer, Back-End",Some College/University Study Without Earning A Degree,Java;Sql,H2;Mongodb;Oracle;Postgresql,Google Cloud,Spring Boot,Wholesale,Chatgpt,Adrenaline;Codeium;Github Copilot,"Employed, Full-Time"
Midrand Campus,Data Science,I Code Primarily As A Hobby,"Developer, Front-End","Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Javascript;Typescript,Firebase Realtime Database;Mongodb;Supabase,Heroku;Netlify;Vercel,Next.js;React;Vue.js,Insurance,Unknown,Aws Codewhisperer;Github Copilot;Replit Ghostwriter,"Not Employed, But Looking For Work"
Pretoria Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Associate Degree (A.a., A.s., Etc.)",Bash/Shell (All Shells);Perl;Php;Sql,Elasticsearch;Mysql;Postgresql,Unknown,Laravel;Next.js;Node.js,Oil & Gas,Unknown,Codeium,"Employed, Full-Time"
Midrand Campus,It,I Am A Developer By Profession,"Engineer, Site Reliability",Some College/University Study Without Earning A Degree,C#;Go;Typescript,Mongodb;Redis,"Amazon Web Services (Aws);Cloudflare;Digital Ocean;Google Cloud;Linode, Now Akamai;Netlify",Express;Nestjs;Next.js;Node.js;Nuxt.js;React;Vue.js,Other,Chatgpt,Aws Codewhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Desktop Or Enterprise Applications",Something Else,C#;C++;Delphi;Html/Css;Javascript;Lua;Python;Sql,Mariadb;Microsoft Sql Server;Mongodb;Mysql,Microsoft Azure,Asp.net Core;Blazor;Jquery;Node.js,Wholesale,Chatgpt,Github Copilot;Rubber Duck.ai,"Employed, Full-Time"
Midrand Campus,Computer Science,I Am A Developer By Profession,Unknown,"Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Html/Css;Javascript;Php,Mariadb;Mysql,Netlify,Wordpress,Legal Services,Chatgpt,Github Copilot;Whispr Ai,"Student, Full-Time"
Mbombela Campus,It,I Am A Developer By Profession,"Developer, Front-End",Some College/University Study Without Earning A Degree,Javascript;Sql;Typescript,Cassandra;Elasticsearch;Mongodb,Amazon Web Services (Aws);Digital Ocean,Node.js;React,Other,Chatgpt,Synk Code;Tabnine,"Employed, Full-Time"
Pretoria Campus,It,I Am A Developer By Profession,"Developer, Full-Stack",Some College/University Study Without Earning A Degree,Bash/Shell (All Shells);C++;Html/Css;Java;Javascript;Php;Python;Ruby;Typescript,Mysql;Postgresql,Microsoft Azure,Codeigniter;Jquery;Laravel;Vue.js,Insurance,Chatgpt,Synk Code;Tabnine;Whispr Ai,"Employed, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Front-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C;C++;Html/Css;Java;Javascript;Php;Python;Typescript,Mongodb;Mysql,Firebase;Netlify,Express;Next.js;Node.js;React,Wholesale,Unknown,Aws Codewhisperer;Github Copilot;Replit Ghostwriter,"Independent Contractor, Freelancer, Or Self-Employed"
Durban Campus,Computer Science,I Am A Developer By Profession,Other (Please Specify):,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Php,Mysql,Amazon Web Services (Aws),Angular,Insurance,Unknown,Tabnine,"Employed, Full-Time"
Durban Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Bash/Shell (All Shells);C;Go;Html/Css;Javascript;Lua;Python;Typescript,Cassandra;Mongodb;Mysql;Postgresql,"Cloudflare;Digital Ocean;Linode, Now Akamai",Express;Flask;Next.js;Node.js;React,Legal Services,Bing Ai;Phind,Aws Codewhisperer;Tabnine,"Independent Contractor, Freelancer, Or Self-Employed;Student, Full-Time"
Midrand Campus,It,I Am A Developer By Profession,"Developer, Desktop Or Enterprise Applications","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C#;Javascript,Microsoft Sql Server,Microsoft Azure,Asp.net Core;Node.js;React,Financial Services,Unknown,Codeium,"Not Employed, But Looking For Work"
Mbombela Campus,It,I Am A Developer By Profession,Engineering Manager,"Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Bash/Shell (All Shells);C;Java;Javascript;Python;Rust;Typescript,H2;Microsoft Sql Server;Postgresql;Sqlite,Microsoft Azure,Node.js;React;Svelte,Higher Education,Chatgpt,Github Copilot;Mintlify;Tabnine,"Employed, Full-Time"
Midrand Campus,Computer Science,I Am A Developer By Profession,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C#;F#;Gdscript;Go;Html/Css;Javascript;Lua;Powershell;Python;Sql;Typescript,Microsoft Sql Server;Postgresql;Sqlite,Hetzner;Scaleway,Asp.net Core;React,Healthcare,Chatgpt,Adrenaline;Codeium;Github Copilot,"Employed, Full-Time"
Midrand Campus,Computer Science,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies",Other (Please Specify):,"Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Html/Css;Javascript;Python;R;Sql;Typescript,Postgresql,Amazon Web Services (Aws);Google Cloud;Heroku;Netlify,Angularjs;Fastify;Nuxt.js;React;Vue.js,Retail And Consumer Services,Unknown,Aws Codewhisperer;Codeium;Github Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr Ai,"Employed, Full-Time"
Mbombela Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Assembly;C;C++;Java,Oracle,Amazon Web Services (Aws),Node.js,Legal Services,Chatgpt,Adrenaline;Mintlify;Rubber Duck.ai,"Employed, Full-Time"
Nelson Mandela Bay Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Assembly;Bash/Shell (All Shells);C;C#;C++;Dart;F#;Go;Haskell;Java;Javascript;Julia;Php;Powershell;Python;R;Sql;Typescript;Vba;Visual Basic (.Net),Cosmos Db;Elasticsearch;Ibm Db2;Mariadb;Microsoft Access;Microsoft Sql Server;Mongodb;Mysql;Oracle;Postgresql;Sqlite,Heroku;Microsoft Azure;Vercel,Asp.net;Asp.net Core;Django;Drupal;Express;Jquery;Next.js;Node.js;React,"Information Services, It, Software Development, Or Other Technology",Unknown,Rubber Duck.ai;Synk Code,"Employed, Full-Time"
Mbombela Campus,Computer Science,I Am A Developer By Profession,"Developer, Front-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);Html/Css;Javascript;Python;Sql;Typescript,Postgresql,Amazon Web Services (Aws);Google Cloud;Heroku;Netlify,Jquery;Next.js;Node.js;React;Vue.js,"Information Services, It, Software Development, Or Other Technology",Unknown,Aws Codewhisperer;Replit Ghostwriter,"Employed, Full-Time"
Mbombela Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C#;Html/Css;Python;Sql;Typescript,Microsoft Sql Server;Postgresql,Microsoft Azure,Asp.net Core;Blazor;Next.js;Node.js;React,"Information Services, It, Software Development, Or Other Technology",Chatgpt;Wolframalpha,Aws Codewhisperer;Codeium;Github Copilot,"Employed, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Bash/Shell (All Shells);Go;Javascript;Php;Sql;Typescript,Mariadb;Mysql;Redis,Amazon Web Services (Aws);Cloudflare;Digital Ocean;Netlify;Scaleway;Vercel,Jquery;Next.js;Node.js;React,"Manufacturing, Transportation, Or Supply Chain",Chatgpt;Perplexity Ai,Tabnine,"Employed, Full-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);Html/Css;Javascript;Python;Typescript,Elasticsearch;Mongodb;Mysql;Postgresql;Sqlite,Amazon Web Services (Aws);Google Cloud;Openstack,Angular;Flask,Advertising Services,Unknown,Github Copilot,"Employed, Full-Time"
Midrand Campus,Data Science,I Am Learning To Code,Unknown,Some College/University Study Without Earning A Degree,Bash/Shell (All Shells);Python,Mysql,Cloudflare;Digital Ocean;Google Cloud;Hetzner;Oracle Cloud Infrastructure (Oci),Wordpress,Other,Chatgpt;Wolframalpha,Replit Ghostwriter,"Student, Full-Time"
Nelson Mandela Bay Campus,It,I Am A Developer By Profession,"Developer, Back-End","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Java,Microsoft Sql Server;Postgresql;Redis,Microsoft Azure,Spring Boot,"Manufacturing, Transportation, Or Supply Chain",Chatgpt,Aws Codewhisperer;Codeium;Github Copilot,"Employed, Part-Time"
Midrand Campus,Computer Science,I Am A Developer By Profession,Student,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C;C++;Html/Css;Java;Javascript;Matlab;Powershell;Python;Sql;Typescript,Ibm Db2;Microsoft Sql Server;Mongodb;Mysql;Oracle;Postgresql;Sqlite,Amazon Web Services (Aws);Google Cloud;Ibm Cloud Or Watson;Microsoft Azure,Angular;Angularjs;Jquery;Nestjs;Node.js;React;Spring Boot,Retail And Consumer Services,Chatgpt,Aws Codewhisperer;Github Copilot;Whispr Ai,"Employed, Part-Time;Student, Part-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Back-End",Some College/University Study Without Earning A Degree,Bash/Shell (All Shells);Groovy;Haskell;Html/Css;Java;Javascript;Perl;Sql;Typescript,Oracle,Amazon Web Services (Aws),Express;Node.js;Spring Boot,Advertising Services,Unknown,Aws Codewhisperer;Codeium;Github Copilot;Synk Code;Tabnine,"Employed, Full-Time"
Pretoria Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);Html/Css;Java;Javascript;Python;Scala;Sql;Typescript,Bigquery;Dynamodb;Elasticsearch;Mysql;Postgresql;Redis;Snowflake;Sqlite,Amazon Web Services (Aws);Cloudflare;Vercel,Express;Fastapi;Flask;Nestjs;Node.js;React;Spring Boot,Financial Services,Unknown,Mintlify;Tabnine,"Employed, Full-Time"
Nelson Mandela Bay Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Html/Css;Typescript,Cloud Firestore,Firebase,Angular,Advertising Services,Chatgpt,Adrenaline,"Independent Contractor, Freelancer, Or Self-Employed"
Pretoria Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack",Some College/University Study Without Earning A Degree,C;C#;C++;Dart;Go;Html/Css;Javascript;Php;Python;Rust;Typescript,Mongodb;Mysql;Postgresql,Unknown,Angular;Angularjs;Asp.net;Asp.net Core;Blazor;Django;Fastify;Flask;Node.js;Nuxt.js;React;Vue.js,Healthcare,Unknown,Codeium;Github Copilot;Tabnine,"Employed, Full-Time"
Pretoria Campus,Computer Science,I Am A Developer By Profession,"Developer, Front-End",Some College/University Study Without Earning A Degree,Javascript;Typescript,Neo4j,Amazon Web Services (Aws),Nestjs;Node.js;React,Healthcare,Chatgpt;Google Bard Ai,Aws Codewhisperer;Rubber Duck.ai,"Employed, Full-Time;Independent Contractor, Freelancer, Or Self-Employed"
Durban Campus,Computer Science,I Am A Developer By Profession,Devops Specialist,Some College/University Study Without Earning A Degree,C#;Html/Css;Sql;Visual Basic (.Net),Microsoft Sql Server,Microsoft Azure,Asp.net;Asp.net Core;Blazor;Wordpress,Financial Services,Chatgpt,Adrenaline;Github Copilot;Tabnine,"Employed, Full-Time"
Midrand Campus,It,I Am A Developer By Profession,"Developer, Full-Stack",Some College/University Study Without Earning A Degree,Bash/Shell (All Shells);C#;Java;Javascript;Php;Powershell;Typescript,Microsoft Sql Server;Mysql;Redis,Unknown,Express;Jquery,Retail And Consumer Services,Unknown,Adrenaline;Mintlify,"Employed, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Full-Stack",Some College/University Study Without Earning A Degree,Bash/Shell (All Shells);Go;Html/Css;Javascript;Typescript,Postgresql,Amazon Web Services (Aws);Netlify,Angular;Ruby On Rails,Legal Services,Unknown,Aws Codewhisperer;Github Copilot;Tabnine;Whispr Ai,"Employed, Full-Time"
Midrand Campus,Computer Science,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies",Engineering Manager,Some College/University Study Without Earning A Degree,Go;Html/Css;Powershell;Python;Sql;Visual Basic (.Net),Cosmos Db;Elasticsearch;Influxdb;Microsoft Access;Microsoft Sql Server;Redis;Sqlite,Amazon Web Services (Aws);Colocation;Digital Ocean;Microsoft Azure;Netlify;Openshift;Oracle Cloud Infrastructure (Oci),Angular;Asp.net;Asp.net Core;Gatsby;Wordpress,Higher Education,Bing Ai;Chatgpt;Wolframalpha,Aws Codewhisperer;Tabnine,"Employed, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Dart;Html/Css;Javascript;Php,Mariadb;Mongodb;Mysql,Amazon Web Services (Aws);Cloudflare;Firebase;Heroku;Vercel,Laravel;Node.js;Nuxt.js;Vue.js;Wordpress,Healthcare,Bing Ai;Chatgpt;Phind,Replit Ghostwriter;Tabnine,"Independent Contractor, Freelancer, Or Self-Employed;Employed, Part-Time"
Durban Campus,Data Science,I Am Learning To Code,"Developer, Full-Stack","Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Html/Css;Javascript;Sql;Typescript,Mongodb;Sqlite,Fly.io;Netlify,Express;Node.js;React,"Information Services, It, Software Development, Or Other Technology",Unknown,Tabnine;Whispr Ai,"Not Employed, But Looking For Work"
Pretoria Campus,Computer Science,I Am A Developer By Profession,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Dart;Html/Css;Javascript;Php;Python;Sql,Mariadb;Mysql,Unknown,Laravel;Vue.js,"Manufacturing, Transportation, Or Supply Chain",Unknown,Github Copilot;Synk Code,"Employed, Full-Time;Student, Full-Time"
Durban Campus,It,I Am A Developer By Profession,Cloud Infrastructure Engineer,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C#;C++;Javascript;Powershell;Python;R;Sql;Typescript,Mariadb;Microsoft Sql Server;Mysql,Amazon Web Services (Aws);Vmware,Asp.net Core;Flask,Legal Services,Unknown,Adrenaline,"Employed, Full-Time"
Midrand Campus,It,I Am A Developer By Profession,"Developer, Full-Stack",Some College/University Study Without Earning A Degree,Bash/Shell (All Shells);C;C#;C++;Go;Groovy;Html/Css;Java;Javascript;Kotlin;Python;Typescript,Mongodb;Redis;Sqlite,Cloudflare;Google Cloud;Hetzner;Ovh,Express;Node.js;Nuxt.js;Vue.js,Advertising Services,Bing Ai;Chatgpt;Google Bard Ai,Adrenaline;Aws Codewhisperer;Github Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.ai;Synk Code;Tabnine;Whispr Ai,"Independent Contractor, Freelancer, Or Self-Employed"
Mbombela Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Javascript;Powershell;Python;Sql;Typescript,Mysql;Postgresql;Sqlite,Amazon Web Services (Aws);Digital Ocean;Google Cloud,Flask;Node.js;React,Financial Services,Chatgpt,Aws Codewhisperer;Codeium;Github Copilot;Replit Ghostwriter;Tabnine,"Employed, Full-Time"
Midrand Campus,It,I Am A Developer By Profession,Academic Researcher,Some College/University Study Without Earning A Degree,Assembly;Bash/Shell (All Shells);C;C#;C++;Html/Css;Java;Javascript;Kotlin;Powershell;Prolog;Typescript,Mysql;Sqlite,Unknown,Jquery,Higher Education,Chatgpt;Google Bard Ai;Wolframalpha,Adrenaline;Aws Codewhisperer;Github Copilot,"Employed, Part-Time;Student, Part-Time"
Durban Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Html/Css;Javascript;Php;Sql,Couch Db;Mariadb;Mongodb;Mysql;Sqlite,Digital Ocean;Managed Hosting,Express;Node.js;Svelte;Vue.js,Healthcare,Chatgpt,Aws Codewhisperer;Github Copilot;Mintlify,"Independent Contractor, Freelancer, Or Self-Employed"
